age,gender,work_experience,canada_workex,dep_num,canada_born,citizen_status,level_of_schooling,fluent_english,reading_english_scale,speaking_english_scale,writing_english_scale,numeracy_scale,computer_scale,transportation_bool,caregiver_bool,housing,income_source,felony_bool,attending_school,currently_employed,substance_use,time_unemployed,need_mental_health_support_bool,employment_assistance,life_stabilization,retention_services,specialized_services,employment_related_financial_supports,employer_financial_supports,enhanced_referrals,success_rate
28,1,9,7,2,0,0,14,8,9,8,7,5,5,1,1,2,9,1,0,0,1,7,1,0,0,1,0,1,1,0,69
46,0,27,14,3,0,0,12,6,6,6,7,8,4,0,0,3,7,0,1,1,1,7,1,1,0,0,1,0,1,1,66
38,1,19,14,1,1,0,8,9,8,10,10,7,3,1,1,8,4,0,0,1,0,0,0,0,0,1,0,1,0,0,64
21,0,2,1,1,1,1,6,7,7,7,6,5,9,0,1,1,7,1,1,1,1,1,1,1,1,1,1,0,1,1,48
29,0,11,6,4,0,0,12,6,5,6,7,5,8,0,1,4,9,0,1,1,0,5,1,1,0,1,1,1,0,0,69
24,0,4,3,2,1,0,8,5,5,6,4,3,4,0,0,3,1,0,0,1,1,3,1,1,0,0,0,1,0,1,41
38,1,20,14,3,0,0,8,4,4,3,5,3,3,0,0,6,9,1,0,0,0,0,1,1,1,1,0,1,0,0,51
37,0,18,14,2,1,0,14,6,5,7,5,6,8,0,1,9,9,1,0,0,0,7,1,0,0,1,0,1,1,0,62
20,1,2,1,2,1,1,12,5,4,4,6,5,5,0,0,4,3,0,1,1,1,2,0,0,1,1,1,0,1,1,57
37,1,18,6,2,1,0,10,7,6,8,8,9,4,0,0,3,6,0,1,0,0,6,0,1,1,1,0,1,1,0,72
18,1,0,0,2,1,1,14,8,8,8,7,9,3,0,1,2,7,1,1,1,0,2,0,1,1,1,0,0,0,1,58
26,1,8,5,1,0,1,12,5,5,5,6,9,4,0,0,6,3,1,0,1,1,7,1,1,1,0,0,0,1,0,53
25,0,5,2,3,1,0,6,5,5,4,4,9,8,0,0,9,3,0,0,1,0,7,1,1,1,1,1,0,0,0,61
25,1,7,4,2,0,0,14,8,9,8,9,7,6,0,1,9,9,1,1,1,0,5,1,1,1,0,0,0,1,1,76
30,0,9,4,0,1,0,12,7,7,6,7,6,7,1,1,4,2,0,0,1,0,5,1,1,1,1,0,1,1,0,57
25,0,7,3,1,0,0,8,9,10,9,8,3,5,0,1,7,7,1,0,0,0,4,1,0,1,1,0,1,1,1,60
26,1,7,5,1,0,1,10,5,6,4,6,6,6,0,1,7,5,1,1,1,1,4,0,0,0,0,0,1,0,1,42
26,0,7,3,1,1,1,14,5,5,5,5,7,4,0,1,9,3,0,1,1,0,4,1,0,0,1,1,1,0,1,52
25,1,7,6,3,0,1,6,8,7,8,7,4,5,0,0,3,3,0,1,0,0,3,0,1,1,0,0,0,0,1,44
21,1,3,1,4,0,1,12,6,5,7,6,4,8,1,0,6,9,1,0,0,0,2,0,1,1,0,0,1,1,0,45
34,0,14,5,1,0,0,8,8,9,9,9,8,5,1,0,7,7,0,0,0,1,3,1,1,1,1,1,1,1,1,66
19,0,0,0,2,0,1,8,4,5,3,5,4,7,0,0,7,3,1,0,0,0,7,0,0,1,0,0,1,0,1,22
24,1,4,3,0,1,0,10,5,6,4,5,3,7,0,0,8,1,1,1,0,1,1,0,1,1,1,1,1,1,1,51
32,0,12,5,4,1,0,14,8,8,7,9,8,4,1,1,3,4,1,1,1,1,5,0,0,1,0,1,0,1,1,73
21,0,0,0,4,1,1,12,4,4,5,5,7,3,0,1,7,9,0,1,1,0,1,1,1,1,1,1,0,0,0,38
18,0,0,0,2,1,1,10,9,8,10,9,3,6,0,0,6,5,1,1,1,0,3,1,0,1,0,0,0,0,0,58
35,1,17,5,0,0,1,10,4,4,5,3,5,7,1,1,2,2,0,0,0,0,6,1,1,0,1,0,1,0,0,58
32,1,14,6,2,1,1,8,4,5,3,5,5,3,1,1,6,1,0,1,1,0,3,1,1,0,1,0,1,1,0,52
50,1,31,11,2,0,1,10,9,10,9,10,4,8,1,0,6,8,1,0,0,0,5,0,1,0,1,1,0,0,1,86
19,1,1,0,4,1,1,10,8,9,9,9,4,8,1,1,8,7,0,1,1,1,6,1,0,0,1,1,0,0,1,42
31,1,12,10,3,0,1,8,6,5,6,6,7,5,0,0,8,1,1,1,0,0,6,1,1,0,1,1,1,0,1,59
28,0,8,6,0,0,0,10,5,4,5,5,5,7,1,0,4,7,0,0,1,1,5,0,0,0,1,0,1,1,0,58
23,1,5,3,2,0,0,6,5,4,4,5,7,5,0,0,1,5,0,1,1,0,0,0,0,0,1,1,1,1,0,33
32,0,14,5,0,1,0,12,5,6,5,5,6,7,0,1,4,2,0,1,1,1,5,1,0,1,1,1,0,1,1,64
29,0,11,6,4,1,1,12,7,7,8,7,9,7,1,0,5,9,0,1,1,1,0,0,0,0,1,0,0,1,1,68
31,0,12,4,4,1,0,10,8,7,8,8,6,5,0,0,4,9,1,1,0,0,0,1,0,1,0,0,0,1,1,51
26,1,8,5,3,1,1,10,4,5,3,3,6,9,0,1,7,8,1,0,1,1,0,1,1,0,0,1,0,1,0,57
29,1,11,5,0,1,1,12,5,5,5,6,7,5,0,0,9,3,1,0,0,0,4,1,0,0,0,0,1,0,1,62
37,1,19,14,3,1,0,10,7,6,8,8,9,9,1,1,8,8,1,1,1,0,0,0,1,1,0,1,0,0,1,71
33,0,12,10,0,1,1,10,6,6,6,5,8,5,1,0,9,7,0,0,0,0,0,0,1,1,1,0,0,1,0,64
35,1,17,12,2,1,0,10,5,4,5,6,4,5,0,1,4,8,1,1,0,1,6,0,0,0,1,0,0,0,1,55
41,1,22,11,1,1,1,10,9,8,10,8,3,5,1,0,4,4,0,1,1,1,2,0,0,0,0,1,0,1,0,74
24,1,6,3,4,1,1,12,6,6,7,6,8,3,1,1,1,5,1,0,1,1,4,1,0,0,1,1,0,0,1,56
19,1,0,0,2,0,0,8,6,5,5,5,3,3,1,1,6,8,0,0,1,1,0,0,1,1,1,0,1,1,0,25
31,0,12,5,0,0,1,6,6,5,5,6,8,8,0,0,5,1,0,1,1,0,6,1,0,0,1,1,1,0,0,63
41,0,23,13,1,0,1,10,5,6,5,4,7,3,0,0,7,7,0,0,1,0,5,0,1,1,0,1,0,1,1,66
41,0,23,20,1,0,1,12,6,7,7,5,5,5,1,1,2,7,1,0,0,1,3,0,0,0,0,1,0,1,0,58
40,0,19,8,0,1,0,10,4,4,4,4,9,4,1,1,9,1,0,0,1,0,0,0,1,1,1,1,0,1,1,60
31,1,12,10,4,0,1,8,9,10,8,10,6,6,0,1,2,4,0,1,0,0,3,1,1,0,0,1,1,0,1,65
46,1,26,8,1,0,1,12,6,6,6,5,3,8,0,1,7,5,0,0,1,0,1,0,1,0,0,0,0,0,1,71
35,0,17,7,3,1,1,8,4,3,3,3,5,3,1,1,7,9,0,1,0,0,6,1,1,0,1,1,1,0,0,43
41,1,23,20,0,0,1,12,6,7,7,6,5,8,1,1,9,7,0,0,0,0,4,1,0,0,1,1,0,0,0,80
37,0,19,9,2,0,0,8,4,4,3,3,6,6,0,0,3,3,1,0,0,1,7,1,0,1,1,0,1,0,0,64
38,0,19,13,2,0,0,8,8,8,8,9,6,9,0,1,7,7,0,0,0,1,0,0,0,0,0,1,1,0,1,64
37,0,18,10,4,1,1,6,7,8,7,8,9,7,1,0,2,6,1,1,1,0,0,1,1,0,0,1,1,0,0,65
24,1,4,3,3,1,0,12,9,10,9,10,5,7,0,1,1,6,0,1,0,0,6,0,0,0,1,1,0,0,1,47
37,0,18,9,1,1,0,8,6,7,6,6,6,5,1,0,9,2,1,1,0,1,4,0,0,1,0,1,0,1,1,66
34,1,15,9,2,1,1,10,6,7,5,7,8,8,0,0,4,2,1,1,0,0,2,0,1,1,0,1,0,1,0,73
24,1,4,3,4,0,1,10,8,8,8,8,8,9,0,1,5,9,0,1,1,0,1,0,0,0,0,0,1,1,0,66
38,1,20,9,1,0,0,10,7,7,6,8,6,8,1,1,6,7,0,1,0,0,0,0,0,0,0,1,1,1,1,65
23,1,5,4,3,0,1,14,6,6,5,7,3,9,0,1,6,4,1,0,1,0,3,0,1,1,0,1,0,1,0,50
22,0,2,0,3,0,0,10,4,4,3,5,7,6,1,1,6,6,0,1,1,1,6,0,0,0,1,1,0,0,1,40
23,0,5,3,2,1,0,6,4,3,5,4,5,4,0,0,6,5,0,1,1,1,2,1,1,0,0,0,1,1,1,33
28,0,8,7,4,1,1,12,6,7,5,5,7,3,0,0,8,3,1,0,0,1,0,0,0,1,0,1,1,1,0,58
35,0,14,4,0,0,1,12,8,9,8,8,7,5,1,1,5,7,1,0,1,1,4,1,0,1,0,1,1,0,0,71
31,1,13,8,2,1,0,10,7,8,8,6,8,4,0,0,1,1,1,1,0,0,7,0,1,0,1,0,1,1,0,62
30,1,10,3,4,0,0,12,9,10,10,8,9,3,0,0,5,5,1,1,1,0,1,1,0,0,0,1,0,1,0,58
47,0,28,11,4,0,0,6,5,4,5,5,9,9,0,1,2,6,1,0,0,1,1,1,0,1,0,0,0,1,0,78
19,1,0,0,2,0,0,14,4,3,5,4,6,5,1,1,4,6,1,1,1,1,0,0,0,0,0,0,0,0,1,56
20,0,0,0,0,1,1,12,7,7,6,8,9,5,1,1,8,6,1,0,0,0,5,0,1,0,1,0,1,0,0,61
18,1,0,0,0,1,0,10,9,8,8,9,9,4,1,1,9,8,0,1,0,1,6,0,1,1,0,0,1,1,0,42
18,0,0,0,4,0,1,14,8,7,9,7,4,4,0,0,5,7,1,1,0,0,4,1,0,1,1,0,1,0,0,42
18,1,0,0,3,0,1,8,8,9,8,8,4,4,1,0,2,6,0,1,1,1,6,0,1,0,1,1,0,0,1,38
26,1,5,2,0,0,1,8,5,6,5,4,9,9,0,1,9,6,0,0,1,0,1,0,1,1,0,1,0,1,1,51
44,1,26,14,2,0,1,8,4,5,5,5,4,3,1,1,4,6,1,1,0,0,0,0,1,1,0,1,0,0,1,51
47,1,26,14,0,0,1,12,8,9,8,9,8,5,0,1,5,2,1,1,0,1,7,1,1,0,1,0,0,0,0,77
19,1,0,0,1,0,1,12,5,5,4,5,6,7,0,1,6,8,0,0,0,1,3,1,1,0,1,0,0,1,1,38
27,0,6,5,0,0,1,10,9,10,10,10,3,8,1,1,2,8,1,1,1,1,7,0,1,1,1,1,1,0,0,52
30,0,9,3,3,0,0,12,8,9,8,9,4,7,1,0,9,9,1,1,1,0,4,0,1,0,0,0,0,0,1,71
32,0,13,9,1,1,0,12,7,8,7,6,7,5,1,1,2,6,0,0,1,1,0,0,1,1,1,1,0,0,0,60
24,1,4,3,0,1,1,8,5,6,4,4,9,8,0,1,2,2,1,1,0,1,3,1,0,0,0,1,1,0,1,49
25,0,7,4,1,0,0,14,4,3,5,5,5,4,1,1,9,3,0,0,0,0,3,0,1,0,1,1,1,1,0,59
23,1,4,3,3,0,1,8,8,8,9,8,3,5,0,1,5,1,0,0,1,0,6,1,1,1,1,1,0,1,1,42
34,0,13,8,3,0,0,6,7,7,8,6,9,5,1,1,9,4,0,1,1,0,3,1,1,1,1,0,1,1,0,63
36,0,16,9,3,0,1,12,5,6,6,5,7,4,1,1,3,6,1,0,1,1,2,1,1,0,1,1,0,1,1,72
28,1,9,7,2,0,1,6,6,7,5,7,6,6,1,0,4,4,1,0,0,1,4,1,0,0,0,1,0,0,1,52
25,1,6,3,3,0,0,10,5,6,4,6,8,5,0,1,4,2,1,1,0,1,6,0,0,1,0,0,1,1,0,61
27,0,6,2,4,1,1,10,9,8,8,8,6,6,1,0,3,2,1,0,0,0,6,0,1,1,1,0,1,1,0,63
36,1,18,6,2,0,0,10,5,4,4,5,9,4,1,1,6,3,1,0,0,1,0,1,1,0,0,1,0,1,1,55
24,0,4,1,0,0,1,12,5,5,4,4,7,3,1,1,2,6,1,0,1,0,6,0,1,1,0,1,0,0,0,35
38,1,19,7,2,0,1,12,7,8,6,6,5,4,0,1,1,3,0,0,0,0,4,1,0,1,1,1,0,0,0,57
30,0,12,9,0,1,1,8,9,8,9,10,8,3,1,0,8,5,1,1,0,0,0,1,0,1,1,0,1,0,0,58
33,0,14,11,0,1,0,8,5,6,6,6,8,3,1,1,5,4,1,0,0,1,0,1,1,0,1,1,1,1,0,45
29,0,11,8,1,1,1,8,6,5,7,7,9,8,0,0,4,3,1,1,0,1,1,0,1,0,0,0,0,1,1,58
51,1,31,10,0,1,1,12,5,5,6,4,3,7,0,0,2,6,0,1,0,1,1,0,0,1,0,1,0,1,0,72
42,0,24,9,3,1,0,6,8,9,7,9,9,5,1,1,8,7,1,0,0,1,3,1,0,1,1,0,1,0,0,64
29,1,9,3,0,1,0,10,9,9,10,9,4,3,1,1,8,7,0,1,1,0,6,1,1,1,0,0,1,0,0,55
24,0,6,5,1,1,1,8,8,8,9,8,6,8,0,1,8,6,0,0,0,1,6,0,0,1,1,1,0,1,0,66
26,0,6,2,4,0,1,12,4,5,4,3,3,9,1,1,2,4,1,1,0,0,0,1,0,1,0,0,1,0,0,54
34,1,15,11,0,0,0,6,9,9,8,9,4,6,0,0,3,4,0,1,1,1,3,0,1,1,1,0,0,0,0,69
31,0,12,8,4,0,0,8,9,10,8,9,6,7,0,1,4,8,0,0,0,1,5,0,1,1,0,0,1,1,0,54
37,1,17,13,2,1,1,12,4,4,5,4,9,9,1,1,3,9,0,0,1,0,7,1,1,1,0,1,1,0,0,74
42,0,24,9,3,0,0,6,8,9,9,8,6,3,1,0,6,5,0,1,1,0,0,0,1,1,1,0,0,0,1,59
31,1,12,3,4,1,1,8,7,8,8,6,4,7,1,0,9,1,1,0,0,0,3,0,0,0,1,0,1,0,0,49
30,1,10,5,1,0,1,10,5,4,5,5,4,6,1,0,3,3,0,0,0,1,5,0,1,0,1,1,0,1,0,54
39,1,20,12,2,1,1,12,7,7,7,7,3,8,0,1,2,3,0,1,0,1,1,0,1,1,1,1,1,0,0,65
31,1,10,3,2,0,0,12,6,5,5,6,4,5,1,1,1,9,1,1,0,1,2,0,0,0,1,1,0,1,0,59
40,0,22,7,3,0,1,8,9,8,9,10,5,5,1,0,5,5,1,0,0,0,4,0,0,1,0,1,1,0,0,67
27,1,9,7,3,0,1,10,5,6,4,6,7,4,0,1,3,3,1,0,0,0,1,0,0,1,0,1,1,1,1,51
28,0,8,2,4,1,0,6,4,3,5,3,7,8,1,1,3,4,0,1,1,1,6,1,1,1,1,0,1,1,1,51
25,1,6,1,3,0,1,10,6,6,7,6,3,4,0,0,3,1,0,1,1,1,5,1,1,1,1,1,1,0,0,49
30,1,11,3,0,0,0,14,6,5,6,6,7,4,1,1,9,5,0,0,1,0,0,0,1,1,0,1,1,1,0,62
30,1,12,7,3,1,0,8,5,5,6,4,7,4,1,1,8,3,1,1,0,0,6,0,1,1,0,1,1,0,1,55
35,1,16,10,1,1,0,12,9,10,9,9,6,8,1,1,9,6,0,1,0,0,2,0,1,1,0,0,0,1,1,69
32,0,14,10,3,1,0,10,4,4,4,5,4,7,1,0,8,8,1,1,0,1,1,1,0,1,1,1,1,1,0,45
18,0,0,0,0,0,1,8,4,5,5,5,7,5,0,1,3,6,1,1,0,0,1,1,0,0,0,1,0,1,1,46
34,0,14,11,3,1,1,8,4,3,4,4,7,7,0,0,2,5,1,0,0,0,7,1,1,1,0,0,0,1,1,56
38,0,17,14,4,1,1,10,8,8,7,9,8,8,1,1,1,5,1,1,0,1,2,1,1,0,0,0,1,1,0,71
23,0,5,3,0,0,0,10,4,5,5,5,5,8,0,0,4,6,1,1,0,1,0,1,0,0,0,0,1,0,1,53
24,0,5,2,4,0,1,8,5,5,4,4,7,7,0,1,1,8,1,0,0,0,7,0,0,1,0,1,0,1,0,56
31,1,12,5,3,1,0,6,7,8,7,7,3,3,1,1,2,1,0,0,1,0,5,1,1,0,0,0,1,1,0,47
27,1,9,3,0,0,1,10,5,4,5,6,6,3,1,1,3,4,0,1,1,0,1,0,1,1,0,0,0,1,0,48
33,1,12,4,2,0,0,10,8,8,8,8,6,7,1,0,9,3,0,1,1,0,5,1,0,1,0,1,0,0,1,62
37,0,19,10,4,0,1,12,6,6,6,5,3,9,0,0,7,2,0,0,1,0,5,1,1,1,1,1,1,0,1,75
20,1,0,0,3,0,1,8,5,6,4,5,3,6,0,0,7,2,1,1,1,1,1,0,1,1,1,0,1,1,0,38
25,0,7,2,2,1,0,12,4,3,5,3,9,3,1,1,8,8,0,0,1,1,3,1,1,1,0,1,1,1,1,49
24,1,4,3,0,1,1,6,7,7,8,6,8,9,0,0,8,1,0,1,1,0,5,0,0,1,0,1,1,0,1,48
47,1,28,14,4,0,0,8,6,6,7,6,3,6,1,1,8,7,0,0,0,1,3,1,0,0,1,0,0,1,1,71
34,1,16,13,3,1,1,6,8,9,9,7,7,9,0,1,4,2,1,0,1,1,7,0,1,0,0,1,0,0,0,64
33,1,13,4,4,0,1,10,6,6,6,5,9,9,0,0,9,6,1,0,0,0,3,0,0,0,1,1,0,1,1,57
44,1,25,22,1,1,1,8,8,8,8,9,3,7,0,1,4,4,1,1,1,1,3,1,1,1,0,0,1,0,1,62
25,1,6,2,3,1,0,14,7,6,7,6,6,3,1,0,8,9,0,0,1,1,7,0,0,1,0,0,1,0,1,58
26,0,6,2,0,1,0,12,4,5,4,3,7,6,0,0,4,8,0,1,1,1,6,1,0,1,0,1,1,1,0,60
32,1,11,8,1,1,1,14,7,7,6,8,3,6,1,0,1,7,1,1,0,0,2,0,0,1,0,1,0,1,0,52
19,0,1,0,1,0,0,10,5,4,6,5,7,8,0,1,5,4,1,1,0,0,2,1,0,0,0,1,0,0,0,49
35,1,17,12,3,0,0,10,8,9,9,7,9,3,0,1,8,9,0,1,0,1,1,0,1,1,0,0,0,0,1,75
37,0,16,6,1,1,0,8,4,5,5,5,4,7,1,1,3,1,1,0,0,0,7,1,1,0,0,1,1,1,0,55
35,0,16,6,3,1,0,8,6,5,5,5,7,8,1,0,4,7,1,1,0,0,0,1,1,0,1,0,0,0,1,66
43,1,23,6,1,0,0,10,9,8,10,9,8,4,0,1,6,7,1,0,0,0,4,1,0,1,1,0,0,1,0,76
37,1,18,6,3,0,0,8,9,9,10,9,3,4,1,0,9,9,1,0,0,1,0,1,1,0,0,0,0,0,1,65
34,1,13,8,1,0,0,8,5,6,5,6,3,5,1,1,9,3,1,0,0,1,2,0,0,0,0,0,1,0,0,43
20,0,1,0,0,1,0,14,4,4,3,4,9,6,0,1,6,2,0,0,1,1,3,0,1,0,1,0,1,0,0,51
24,0,6,2,3,0,1,12,4,3,5,4,4,5,0,0,9,1,0,1,0,0,1,0,0,0,1,0,1,0,0,49
27,1,8,3,1,1,0,10,8,8,8,7,8,6,1,0,3,6,1,0,1,0,1,0,1,1,0,0,0,0,0,60
31,0,12,3,0,0,1,10,5,4,6,6,6,6,1,1,7,8,1,1,1,1,6,1,0,1,0,0,1,0,0,52
28,0,10,7,2,0,1,12,9,10,10,8,7,5,1,1,5,5,1,1,1,1,1,1,0,1,1,1,0,0,0,69
38,1,18,9,0,0,0,10,7,6,8,8,8,7,1,1,7,4,1,0,1,0,4,0,1,1,1,1,0,1,1,65
30,1,9,4,2,0,0,10,8,7,9,7,6,9,0,1,1,3,0,0,1,0,2,1,1,0,0,0,1,0,0,66
48,1,30,25,4,1,1,14,6,5,7,7,8,9,1,0,6,6,1,1,1,0,2,0,0,0,1,0,1,1,0,86
25,0,5,1,1,0,0,8,4,3,4,5,9,3,1,1,1,6,0,1,1,1,4,0,0,1,1,1,1,0,1,42
18,1,0,0,3,1,0,12,6,6,7,6,9,9,1,1,2,1,1,0,1,0,3,0,0,0,1,0,0,1,0,65
32,1,13,4,3,1,1,10,5,4,5,4,7,9,1,1,6,7,1,1,1,1,7,1,0,1,0,0,1,0,1,63
25,0,4,1,3,0,0,8,5,5,6,5,4,5,0,0,6,9,0,0,0,1,2,0,0,1,1,1,1,0,0,50
27,0,9,8,4,1,0,10,7,8,6,8,5,4,1,0,6,3,1,0,1,1,3,0,0,1,1,0,1,0,1,51
26,1,6,3,0,1,0,12,6,5,7,5,9,7,1,1,1,5,0,1,0,0,0,0,1,0,1,0,0,1,0,49
32,1,12,8,2,0,0,12,5,4,4,4,5,8,1,1,7,1,0,1,0,0,1,1,1,1,0,0,0,0,1,67
18,0,0,0,3,0,0,12,4,5,3,5,3,7,1,1,2,1,1,0,1,1,6,1,0,0,0,1,0,1,0,45
29,1,11,7,0,0,0,10,5,5,5,5,7,8,0,1,5,4,0,0,1,0,7,0,1,0,0,0,0,1,1,55
30,0,9,7,1,1,0,10,6,6,6,7,8,3,0,0,9,9,1,0,1,1,5,0,1,0,0,0,0,1,1,55
20,1,2,1,0,0,0,12,8,7,7,7,8,9,0,0,8,8,0,1,0,0,2,0,0,0,0,0,1,0,1,66
40,1,20,12,2,0,1,12,9,9,9,8,9,6,1,1,4,4,0,1,0,0,1,1,1,1,0,0,0,1,0,80
28,0,7,4,3,1,1,8,6,5,5,7,6,9,0,0,7,8,1,1,1,1,0,1,0,1,1,1,1,0,1,54
25,1,7,2,4,0,0,10,5,6,6,5,4,8,0,1,2,2,0,1,1,1,7,0,1,1,1,1,1,1,1,61
32,1,14,11,1,1,0,8,6,5,5,5,5,7,1,0,5,9,1,0,1,0,6,1,0,1,1,1,0,1,1,64
27,1,6,4,0,0,1,14,9,10,9,8,3,3,0,0,6,4,1,1,0,1,3,1,0,0,0,1,1,1,1,50
27,0,7,4,3,0,0,10,4,3,5,3,7,9,0,0,7,5,1,0,0,0,2,0,1,1,0,1,1,0,1,68
26,0,7,2,4,1,1,10,7,6,6,7,6,8,1,0,3,1,1,1,0,0,5,0,0,1,1,0,1,1,1,52
19,0,0,0,3,0,1,6,9,10,9,10,9,3,0,1,4,7,1,0,1,0,3,1,1,0,1,1,0,1,0,39
23,0,5,2,1,1,1,14,7,8,7,7,6,5,1,1,4,7,1,0,1,0,4,0,1,1,1,1,1,1,0,65
18,1,0,0,0,0,1,10,5,5,5,4,9,8,1,0,7,4,0,0,0,1,3,0,0,0,0,0,1,0,1,53
40,1,22,8,0,1,0,8,8,8,7,7,8,4,1,1,3,1,1,1,0,1,4,0,0,0,0,0,0,0,1,72
27,1,9,5,4,1,1,12,8,9,7,7,6,6,1,1,8,9,1,1,1,0,4,1,0,0,1,1,0,1,1,53
19,1,0,0,2,1,0,12,9,8,10,9,3,4,0,0,2,2,0,0,0,0,3,1,0,0,1,0,1,1,0,56
18,1,0,0,1,0,0,10,9,8,9,10,5,6,0,1,3,8,1,1,1,1,2,1,0,1,0,0,0,1,1,50
30,0,9,7,1,0,1,14,9,9,10,9,3,7,1,1,7,1,0,1,0,1,2,1,0,1,0,1,0,1,0,71
33,1,14,4,3,0,0,10,8,8,7,8,7,7,1,1,9,1,1,1,1,1,3,1,0,0,1,0,1,1,0,64
18,1,0,0,4,0,0,10,6,7,6,6,3,4,1,1,2,3,1,1,0,0,7,1,0,0,1,0,0,0,1,44
27,1,7,3,3,1,0,10,7,7,8,7,8,3,0,0,1,5,0,1,0,0,1,1,0,0,1,1,0,0,1,55
22,1,2,1,2,1,1,14,5,6,4,6,5,6,0,0,2,9,1,1,0,0,2,0,1,1,0,1,0,0,0,54
21,1,3,2,0,0,0,10,9,8,9,9,7,3,1,1,4,4,1,0,0,0,1,1,1,0,0,0,1,1,1,47
38,0,17,10,1,0,1,8,4,5,3,5,9,5,0,0,8,4,1,0,0,0,1,0,0,0,1,1,0,0,0,52
31,0,13,11,3,1,1,8,9,8,10,10,7,3,1,0,9,9,1,0,0,1,7,0,1,1,0,0,0,1,1,57
35,0,15,7,4,1,0,10,4,3,3,4,3,9,0,1,9,3,0,0,0,0,6,1,0,0,0,1,0,0,0,66
33,0,15,9,0,0,0,14,7,8,8,8,4,7,1,0,2,5,1,1,1,0,7,0,1,0,1,1,0,0,0,69
27,1,6,5,2,0,1,6,7,6,6,6,6,5,1,1,5,4,1,1,0,1,4,0,1,0,1,1,1,1,1,39
33,1,13,3,0,1,1,8,8,9,8,9,5,8,1,0,7,6,1,0,1,1,6,0,0,1,0,0,0,1,0,65
28,0,10,8,0,0,1,12,4,4,5,5,4,7,0,1,8,5,0,0,1,0,0,1,1,0,1,1,1,1,1,55
31,1,11,5,3,1,1,14,8,7,7,8,7,4,0,1,5,3,0,0,1,1,5,0,1,1,1,1,0,0,1,57
37,0,19,13,1,0,1,10,4,3,4,5,5,7,1,0,6,1,1,1,1,0,2,1,1,1,1,1,1,1,0,64
26,1,6,4,4,0,1,12,7,7,8,7,6,3,1,0,6,5,1,1,1,0,0,0,0,1,0,1,1,1,0,61
34,1,16,13,0,0,0,10,7,6,6,7,5,3,0,0,1,9,0,0,0,1,7,0,0,1,1,0,0,0,0,55
18,0,0,0,2,0,1,14,5,6,4,6,3,4,1,0,6,3,1,1,1,0,5,1,0,1,1,1,1,0,1,61
25,0,7,4,2,0,1,12,5,5,6,6,7,5,0,0,3,3,1,0,1,1,5,0,0,0,1,1,1,0,1,50
41,1,21,17,4,0,1,12,6,7,7,6,3,5,0,0,2,6,0,0,0,1,1,1,1,1,1,1,0,0,1,78
20,1,2,1,3,0,0,10,9,9,8,9,6,8,0,1,8,6,0,0,0,1,1,0,0,1,1,1,1,0,0,56
30,1,9,4,3,1,0,12,5,6,6,4,7,7,0,0,2,5,0,0,0,0,3,0,0,1,0,0,0,0,0,57
19,1,0,0,1,0,1,10,7,8,7,7,4,5,1,1,3,9,1,1,1,1,5,1,0,1,0,1,0,1,1,51
31,0,12,5,3,1,0,8,7,6,8,6,6,8,1,1,9,6,0,0,1,1,1,1,1,1,0,1,1,0,0,45
32,0,13,8,4,0,1,10,6,5,5,6,8,9,1,0,8,8,0,1,1,0,3,0,0,1,0,1,1,1,0,54
27,1,8,6,1,0,0,12,9,8,9,9,7,6,0,1,3,8,1,0,0,0,1,0,1,0,0,1,0,0,0,60
43,0,24,8,2,0,1,10,7,6,7,6,6,4,1,0,7,2,0,0,0,1,7,1,0,1,1,0,0,1,0,72
40,1,19,13,0,1,0,8,4,4,5,4,7,4,0,0,7,6,0,0,0,0,4,1,1,0,1,1,1,1,0,63
38,0,18,7,1,0,1,12,8,9,9,9,7,6,1,0,8,6,0,1,1,0,5,1,0,0,1,1,0,0,1,80
23,0,5,1,3,0,0,12,4,4,5,3,3,4,1,0,3,4,0,0,1,0,5,0,1,0,0,0,1,1,0,37
31,0,13,7,0,1,1,8,6,5,5,6,5,9,0,1,9,4,0,0,0,1,4,0,1,1,0,0,1,1,0,55
35,1,17,10,4,1,0,8,4,3,4,3,3,6,1,1,5,1,0,1,0,0,4,1,1,1,1,0,1,1,0,61
27,1,8,3,3,0,1,8,9,8,10,9,5,6,0,0,8,9,0,1,0,1,3,0,1,1,0,1,1,1,1,57
28,1,7,2,2,0,0,8,9,10,9,8,6,5,0,0,9,6,1,0,1,0,1,1,1,0,1,0,1,1,0,68
42,1,23,12,3,0,1,12,6,7,7,6,8,6,0,1,4,3,0,1,0,1,1,1,0,1,1,1,0,1,0,66
38,0,19,5,1,0,0,6,5,6,4,4,7,7,0,1,1,2,1,1,1,1,4,1,1,0,1,0,1,0,1,50
41,0,20,9,2,0,0,6,5,5,4,4,8,9,0,1,9,2,0,1,0,1,4,0,1,1,0,1,0,0,1,67
29,1,9,2,4,0,0,8,5,4,5,4,4,5,1,0,3,2,1,1,0,0,4,1,1,1,0,0,1,1,0,31
22,0,1,0,4,0,1,12,6,6,7,7,9,8,1,1,7,9,0,0,0,0,0,0,1,0,1,1,1,0,0,64
27,0,9,5,3,0,1,12,5,4,6,5,9,8,0,0,7,4,0,0,1,0,0,0,0,1,0,1,0,1,1,57
47,1,26,18,3,1,1,10,9,10,10,8,8,3,0,0,1,5,0,0,0,0,4,1,0,1,0,0,0,1,1,70
