age,gender,work_experience,canada_workex,dep_num,canada_born,citizen_status,level_of_schooling,fluent_english,reading_english_scale,speaking_english_scale,writing_english_scale,numeracy_scale,computer_scale,transportation_bool,caregiver_bool,housing,income_source,felony_bool,attending_school,currently_employed,substance_use,time_unemployed,need_mental_health_support_bool,employment_assistance,life_stabilization,retention_services,specialized_services,employment_related_financial_supports,employer_financial_supports,enhanced_referrals,success_rate
31,0,13,9,2,1,0,12,6,5,6,5,3,5,0,0,2,6,1,1,1,0,6,1,1,1,1,1,1,1,1,54
30,1,9,6,3,1,1,12,6,5,7,5,4,6,0,1,8,3,0,1,0,0,2,1,0,1,1,1,0,1,0,68
23,0,3,1,1,1,0,14,8,9,7,9,8,5,0,0,1,8,1,0,0,0,5,0,0,0,0,1,1,1,1,42
35,1,14,7,4,1,0,8,5,6,6,4,8,6,0,0,3,1,1,1,0,1,6,0,1,1,1,0,1,1,0,44
37,0,17,9,2,0,1,8,9,8,8,10,4,4,0,0,7,4,1,1,1,0,4,0,0,0,1,0,1,1,1,54
18,1,0,0,4,0,1,10,4,4,3,5,8,6,1,0,4,2,0,0,1,0,0,0,0,1,0,1,0,1,0,55
23,1,2,1,4,0,0,12,9,8,9,9,5,4,0,1,7,5,1,0,0,0,0,0,1,1,0,0,0,1,0,51
23,1,2,0,4,1,0,8,4,4,5,3,3,8,1,1,1,7,0,1,1,1,6,0,1,0,0,0,1,0,0,32
22,1,3,1,2,1,0,6,8,7,9,9,9,7,0,0,7,1,0,0,0,1,7,1,1,0,0,0,1,1,0,40
36,1,15,8,2,0,0,8,5,4,5,5,7,5,0,1,3,4,0,1,1,1,3,1,0,0,1,0,1,1,0,57
28,1,8,7,2,0,1,14,5,6,5,5,3,8,1,1,2,3,1,0,1,0,4,0,0,1,1,0,0,0,0,54
27,0,9,3,2,0,1,12,5,6,6,6,3,8,1,1,9,4,0,0,0,0,1,1,0,0,0,0,1,0,0,66
18,0,0,0,0,0,0,10,6,6,6,7,9,9,1,0,2,6,0,1,0,1,2,1,1,1,1,0,0,1,1,56
35,0,16,8,1,1,0,8,8,8,7,7,4,9,1,1,3,6,1,0,1,0,4,1,1,0,0,1,1,1,1,61
20,0,0,0,0,0,0,10,4,3,5,3,6,7,1,0,3,1,0,1,1,1,3,0,0,1,1,1,1,1,1,50
30,0,9,5,3,1,0,8,5,6,6,4,7,3,1,0,4,3,0,1,1,1,0,1,0,0,1,0,1,0,1,42
32,0,11,7,0,1,1,8,8,8,8,9,3,3,1,1,7,1,0,0,0,1,4,1,1,0,1,1,0,1,1,46
40,1,22,13,0,0,1,14,9,9,8,9,5,8,0,1,7,1,0,1,1,0,0,1,1,0,0,1,1,1,0,92
19,1,0,0,0,1,1,14,4,4,5,4,9,8,1,1,9,1,0,0,0,1,7,0,1,1,0,0,0,1,1,54
18,1,0,0,1,1,1,8,6,5,7,7,4,9,1,0,8,3,0,1,1,0,7,1,1,0,0,1,1,1,1,51
31,0,12,4,4,0,0,6,7,7,6,6,6,7,1,1,6,2,1,1,1,0,5,1,0,1,0,1,1,1,0,41
44,1,23,19,3,1,0,8,4,4,4,4,6,6,1,0,6,4,1,0,0,0,3,0,1,1,1,0,0,1,1,59
39,0,19,10,3,1,0,10,9,10,9,9,4,6,0,1,5,7,0,1,0,1,0,0,0,0,0,0,1,1,1,61
31,0,10,6,1,0,1,8,4,5,4,3,3,5,1,1,2,2,0,0,0,0,3,0,0,0,1,0,1,1,1,52
26,0,8,6,0,0,1,8,4,5,4,4,9,7,1,1,6,2,1,0,1,0,5,0,1,0,0,1,1,0,1,37
36,1,17,8,4,0,1,8,7,6,6,6,8,3,1,0,6,7,1,1,1,1,2,1,0,1,0,1,1,1,0,49
22,1,4,2,2,0,1,12,5,6,4,5,4,7,1,1,5,9,0,0,1,0,1,1,1,1,1,0,0,1,1,63
33,0,12,4,1,0,0,12,9,10,10,9,8,7,1,0,6,3,0,1,0,1,0,1,1,0,1,0,0,0,0,77
34,1,16,7,4,1,0,10,7,8,8,7,6,9,0,1,5,8,0,1,0,1,4,1,1,1,0,1,0,1,1,69
38,1,20,7,1,0,1,10,4,5,3,3,6,5,0,0,4,6,1,0,0,0,2,1,0,0,1,1,1,1,1,68
52,0,33,25,1,0,1,14,9,9,10,9,5,6,0,1,3,6,1,0,1,0,1,0,1,1,0,1,0,0,1,89
33,1,13,5,2,1,0,14,6,5,5,6,5,8,1,1,1,3,1,1,1,0,4,0,0,0,1,0,1,1,0,71
25,1,4,2,4,1,0,8,4,4,4,4,6,3,1,1,4,9,0,1,1,0,5,1,0,1,0,1,1,0,1,55
29,0,10,8,0,1,0,8,6,6,5,7,5,5,0,1,9,9,1,1,0,1,7,1,1,1,0,1,0,1,0,36
18,0,0,0,4,0,0,10,8,7,7,8,5,3,0,1,7,4,0,1,1,1,7,0,0,0,0,0,1,1,1,40
24,1,6,3,4,0,0,6,6,6,7,6,5,3,0,1,7,6,0,0,0,1,4,1,1,1,1,1,1,1,1,52
26,1,6,3,0,0,1,10,4,5,3,3,6,6,0,0,7,5,0,0,1,1,6,1,1,1,0,0,0,0,1,53
25,1,7,3,2,1,0,10,7,6,7,6,3,8,0,1,4,4,1,1,0,0,3,1,0,0,1,1,0,0,1,57
31,0,13,7,4,0,0,10,4,4,4,5,3,8,0,1,7,2,1,0,1,1,1,1,0,1,0,1,1,1,0,44
23,0,4,2,0,1,1,8,4,4,5,3,9,9,0,0,2,4,0,0,1,1,4,1,0,1,0,1,1,0,0,50
38,0,20,17,1,1,0,10,8,9,9,7,7,6,0,0,8,7,0,1,0,0,6,1,1,1,0,1,1,1,1,74
30,1,11,9,1,1,0,14,5,5,4,4,5,5,0,1,8,3,0,0,0,0,4,1,1,0,0,1,1,0,1,58
29,1,9,7,0,1,1,8,4,4,5,5,3,4,0,0,9,3,1,1,0,1,4,0,1,1,0,1,1,1,0,24
27,0,7,5,1,1,1,12,8,8,8,9,7,5,0,0,5,3,1,0,0,1,2,0,0,0,0,0,0,0,0,35
31,0,13,7,4,1,1,6,7,6,8,7,4,5,1,1,8,9,0,1,1,1,1,1,1,1,0,0,1,0,0,51
36,0,17,11,0,0,1,6,8,7,9,8,5,4,0,0,2,1,0,0,0,1,3,0,0,0,0,1,0,0,1,51
23,1,5,4,4,1,1,10,8,8,8,7,3,3,1,1,8,5,1,1,1,0,5,0,0,0,1,0,0,1,1,29
24,1,5,2,3,0,1,8,6,6,5,6,3,7,1,0,9,9,0,1,1,0,2,1,1,1,1,1,1,0,1,65
27,1,8,7,2,1,0,6,5,6,4,5,8,4,1,0,6,7,0,1,1,1,6,0,1,1,1,0,1,1,0,48
19,1,0,0,2,1,0,8,5,4,6,6,3,7,1,0,6,1,1,1,0,1,7,0,1,1,1,0,0,1,0,24
23,0,3,1,2,1,0,10,9,8,9,10,8,3,1,1,4,4,1,1,0,0,7,1,0,1,1,0,1,1,1,50
26,1,7,5,0,1,0,12,7,6,7,7,7,4,0,1,8,6,1,0,0,0,2,0,0,0,1,0,0,1,0,41
36,1,16,13,3,1,1,8,9,9,9,9,8,6,1,1,7,5,0,0,0,0,2,1,1,0,0,0,0,0,0,61
32,0,13,5,2,1,1,12,8,9,7,8,4,5,0,1,9,2,0,0,0,0,3,0,0,0,0,0,1,1,0,69
31,0,11,8,4,1,1,8,7,8,7,6,9,4,0,1,1,1,1,0,0,1,3,0,0,0,1,0,0,0,1,40
36,0,15,9,2,0,0,10,7,7,7,8,5,4,0,1,8,4,1,1,0,1,5,1,1,0,1,0,0,1,0,44
28,1,8,3,3,1,1,10,5,5,4,5,3,3,0,0,8,5,0,1,0,1,2,1,1,1,0,1,1,1,0,40
33,0,13,9,4,0,0,12,5,6,5,5,9,6,1,0,9,4,1,0,1,1,2,1,0,1,0,0,1,0,1,55
29,1,11,6,4,1,1,14,5,6,4,4,6,4,1,1,7,3,1,1,1,0,5,1,1,1,1,0,1,0,1,47
32,0,13,9,0,1,0,14,4,3,5,5,5,6,1,0,9,8,1,0,0,1,0,1,0,1,0,1,0,0,1,41
25,1,4,1,0,0,1,6,8,8,9,7,6,7,0,1,8,6,0,0,1,0,3,0,1,0,0,1,1,1,1,63
18,1,0,0,1,0,1,12,7,6,8,6,9,4,1,1,9,3,1,1,0,1,7,0,1,1,1,1,1,0,1,42
28,0,9,6,3,1,0,6,8,9,9,8,7,6,0,0,9,6,0,0,0,0,4,1,1,1,1,0,1,1,0,68
41,0,20,10,4,0,1,14,7,6,8,6,3,5,1,0,1,8,1,0,0,1,1,1,1,1,1,1,1,0,0,65
37,1,16,6,3,1,1,8,7,8,6,6,5,3,0,1,3,7,0,0,1,1,1,1,0,0,0,0,1,1,0,53
37,0,16,14,2,0,0,10,9,10,8,9,5,8,0,1,6,1,0,1,0,1,1,0,1,0,1,1,1,0,1,74
39,1,20,12,2,0,0,6,7,6,6,8,3,6,1,0,7,6,1,0,1,0,5,0,1,1,0,0,1,0,0,49
30,0,9,6,1,0,1,8,7,7,7,7,9,3,1,0,4,1,0,0,1,1,2,1,0,0,1,0,0,1,0,46
31,1,10,5,4,0,1,12,6,5,7,7,4,8,0,0,2,4,0,1,0,1,6,0,1,1,1,1,1,1,1,70
25,1,7,3,4,0,1,14,6,5,6,5,7,4,1,1,4,3,1,1,1,1,5,0,0,0,1,1,0,0,1,32
27,0,7,3,1,1,1,10,9,9,9,8,3,4,0,1,6,7,0,1,1,0,3,0,0,1,1,1,0,1,0,54
34,1,15,8,2,0,1,12,4,4,4,4,8,7,1,1,4,2,1,1,0,0,0,1,1,0,0,1,0,1,1,59
39,1,19,11,4,0,1,12,5,4,6,5,5,3,0,1,2,4,1,1,0,1,0,1,0,0,1,0,1,0,0,42
28,1,10,6,3,0,0,8,7,8,7,7,4,5,0,1,9,5,0,1,0,0,7,1,0,1,1,1,0,0,0,60
26,1,6,3,4,1,1,6,8,7,9,7,5,9,0,0,1,2,0,1,0,1,5,1,1,0,1,0,1,0,1,42
30,0,9,3,2,1,0,6,6,7,7,5,6,5,1,1,7,9,0,0,0,0,1,0,1,0,1,1,1,0,1,63
34,1,13,7,4,0,0,10,5,5,6,6,5,6,0,1,9,2,0,1,1,0,4,0,0,1,1,0,1,1,1,60
18,1,0,0,4,1,1,8,4,4,4,4,7,5,0,1,3,6,1,0,1,0,4,1,0,1,1,1,1,0,1,34
18,0,0,0,0,1,0,6,5,6,6,4,3,8,0,0,6,8,1,0,1,1,6,0,0,0,0,0,0,0,0,14
25,0,6,5,4,1,1,8,7,6,8,8,5,3,1,1,9,7,1,1,1,1,4,1,1,1,1,1,1,1,0,46
20,1,2,1,1,0,0,8,5,5,4,5,8,4,1,0,9,6,0,0,1,1,4,1,0,0,1,1,0,0,0,37
25,1,6,4,1,0,1,14,7,8,7,7,6,3,0,1,4,8,1,0,0,1,0,1,1,0,1,1,0,1,0,51
28,1,10,5,3,1,0,8,9,10,8,10,6,3,1,1,8,5,1,1,1,1,0,0,1,1,0,0,0,1,1,40
26,0,5,4,4,1,1,10,6,5,5,7,3,4,0,0,8,9,1,0,0,0,6,1,0,1,0,0,1,0,0,27
41,1,21,14,3,0,0,10,6,7,6,7,6,8,0,0,7,2,0,0,1,0,6,0,1,0,0,1,1,1,1,74
32,1,11,8,2,0,0,10,7,8,6,6,9,3,1,1,6,6,0,0,1,0,6,0,0,1,1,1,0,0,1,69
32,0,11,5,2,1,0,6,8,7,9,8,3,5,0,0,3,7,0,1,1,1,3,1,0,1,1,1,0,0,1,55
34,1,13,11,0,0,0,8,6,6,5,6,7,6,0,0,4,9,0,1,0,1,0,0,1,1,1,0,1,0,0,51
20,0,1,0,0,1,0,6,8,8,7,9,3,9,1,0,9,5,1,1,1,1,6,1,0,1,0,1,0,1,1,26
38,1,19,15,4,0,0,10,7,7,8,6,4,6,0,1,7,6,0,0,0,1,3,1,1,1,1,1,0,1,0,73
29,0,10,4,4,0,1,8,9,10,8,10,6,3,0,1,8,9,1,0,1,0,3,1,1,1,0,0,1,1,1,49
35,1,15,6,3,0,1,10,7,8,8,6,6,8,1,1,6,6,0,1,1,1,5,0,0,0,1,1,0,0,0,59
21,1,2,0,3,0,0,12,9,8,9,9,8,4,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,52
18,0,0,0,4,1,0,10,6,7,5,6,5,7,0,0,9,4,0,0,0,1,0,1,1,1,1,1,0,0,1,48
36,0,15,12,4,0,0,10,8,9,8,7,4,8,0,1,3,4,1,0,1,1,4,0,1,1,0,1,0,0,1,46
33,1,13,4,0,0,1,10,7,7,6,7,9,3,0,0,3,3,1,0,1,0,1,0,0,0,1,1,1,1,0,50
22,0,2,0,0,0,0,12,6,7,7,6,5,3,1,1,9,8,0,0,1,1,3,0,1,0,0,0,0,1,1,46
23,0,3,1,0,0,0,8,9,10,8,10,3,7,0,1,4,6,0,0,1,0,6,0,1,1,1,1,0,1,1,71
39,0,19,7,4,0,0,12,7,8,7,6,7,6,0,0,8,7,0,1,0,0,1,0,1,1,1,1,1,1,1,77
20,1,0,0,3,1,1,12,9,8,10,9,8,8,1,1,4,9,0,1,1,0,4,1,0,1,0,0,1,0,0,65
43,1,25,19,1,1,0,10,5,6,6,5,6,6,1,1,2,8,0,0,0,0,3,1,1,1,0,0,1,1,0,84
22,0,1,0,1,0,1,8,9,8,9,8,9,9,0,1,5,3,0,0,0,0,3,0,0,1,1,0,0,0,1,70
35,0,15,4,3,1,0,10,5,5,5,5,9,7,1,0,3,4,0,0,1,0,6,0,0,0,0,1,0,1,1,71
27,0,6,3,3,0,0,6,6,7,5,5,7,4,1,1,4,1,0,1,0,1,6,0,0,0,0,1,1,0,1,33
34,1,15,8,3,1,1,6,7,6,6,6,3,9,0,0,3,4,1,1,1,1,6,0,1,0,1,1,1,1,0,54
25,0,5,1,0,0,0,8,6,6,7,7,3,3,0,0,1,9,1,0,1,1,5,0,1,1,1,0,1,1,0,33
28,0,8,5,2,0,0,8,4,5,4,3,4,5,1,1,4,5,0,0,0,1,0,0,1,1,0,0,0,0,1,43
30,1,9,6,4,1,0,10,9,8,9,10,5,6,1,1,9,3,1,0,0,1,2,0,0,0,0,1,1,1,1,37
21,0,1,0,0,0,1,12,6,5,5,6,6,6,0,1,7,2,1,1,1,0,1,1,1,0,0,0,1,1,1,60
35,1,15,11,1,0,1,8,6,6,5,5,9,8,0,1,6,6,0,1,1,1,5,0,0,0,1,0,0,1,1,53
25,1,5,1,4,0,0,14,5,6,6,6,6,9,1,0,9,4,0,1,0,1,6,0,1,1,1,0,1,0,1,61
28,0,10,8,3,0,0,14,9,10,9,8,9,9,1,0,4,6,1,0,0,1,5,1,1,0,1,1,0,1,1,58
22,1,4,3,1,0,1,14,5,6,5,5,7,6,0,1,6,3,0,0,0,1,4,0,0,0,1,0,0,0,0,45
18,1,0,0,3,1,1,12,7,6,7,8,4,4,1,1,3,3,1,1,1,1,2,0,1,0,1,1,0,0,1,48
28,1,10,3,3,1,0,10,6,7,6,7,8,7,1,1,3,1,0,1,1,0,5,1,0,1,1,1,1,1,0,71
49,1,30,25,3,1,0,6,9,8,8,10,3,4,1,0,8,9,1,1,0,1,5,1,1,0,0,1,0,0,1,45
36,0,16,12,4,1,0,10,6,5,5,6,4,6,0,1,5,7,0,1,1,0,2,0,0,1,0,0,0,1,1,69
29,1,10,8,1,0,1,10,7,7,6,8,6,8,1,1,8,9,1,0,1,0,5,0,1,0,0,0,0,1,1,55
27,0,6,2,1,0,1,12,8,7,9,8,8,3,1,1,9,1,0,0,0,1,0,1,1,0,1,1,1,0,0,56
30,1,11,8,3,1,1,14,7,7,7,7,5,6,0,0,2,8,1,0,0,1,5,1,0,0,0,1,1,1,0,35
34,1,13,11,0,0,1,10,5,5,4,4,7,3,1,0,7,2,1,0,0,1,3,1,1,0,1,0,1,0,1,34
20,0,0,0,2,1,0,8,5,6,5,5,3,8,0,1,2,3,0,1,1,1,4,0,0,1,0,1,1,0,1,28
38,1,17,10,0,0,1,8,6,6,5,7,3,3,0,0,7,1,1,0,1,1,2,0,1,0,1,0,1,1,0,37
35,0,14,12,4,0,1,6,5,6,6,6,3,6,0,1,3,7,1,1,0,0,2,1,0,1,0,0,0,0,1,32
35,1,16,9,2,1,1,10,9,9,8,9,5,6,0,1,8,5,0,1,1,0,1,1,1,1,1,0,1,1,0,75
33,1,14,9,0,1,0,10,7,6,8,7,6,3,1,0,4,3,1,0,1,0,7,1,1,0,1,0,1,0,1,50
30,0,11,6,1,1,0,12,6,7,6,5,6,4,0,1,9,4,1,1,0,1,4,0,1,1,1,0,1,0,0,32
35,1,15,12,0,1,0,10,7,6,6,6,4,4,1,0,4,6,1,1,0,1,5,1,1,1,0,1,1,1,1,51
34,1,14,4,3,1,0,14,7,8,6,8,8,8,0,0,2,6,0,0,1,1,4,0,1,1,0,1,0,1,1,72
27,0,8,4,4,1,1,10,6,5,5,6,9,4,1,1,4,2,1,0,1,1,6,0,1,0,0,1,0,0,0,44
25,1,5,3,0,1,1,12,8,8,8,9,4,9,0,1,5,7,0,0,1,1,2,1,0,1,0,0,1,0,1,68
30,1,10,7,0,0,0,8,5,6,6,5,6,5,1,1,8,2,1,0,0,1,7,0,1,1,1,1,0,0,0,41
42,1,21,13,2,1,0,12,4,5,5,5,3,3,0,1,3,9,0,1,1,1,6,0,1,1,1,1,1,1,0,53
20,1,0,0,3,1,0,12,4,5,3,5,5,5,0,1,9,2,1,0,1,0,3,0,1,0,0,0,1,0,0,49
18,1,0,0,2,1,1,8,4,4,4,5,6,5,0,0,9,5,0,0,1,0,6,1,0,0,1,1,1,1,0,54
31,0,11,3,4,0,1,8,5,4,6,5,5,9,0,0,3,8,1,0,0,1,4,1,1,0,1,0,0,0,0,44
30,0,9,4,4,0,1,14,8,8,9,7,7,3,0,0,8,8,1,1,1,0,4,1,0,1,0,0,0,0,0,49
31,1,13,4,3,0,1,6,7,7,8,6,3,5,1,0,6,4,0,0,1,0,1,0,0,1,1,0,1,0,0,62
31,1,11,5,2,1,0,10,6,6,7,6,7,8,0,0,6,7,1,1,1,0,1,0,0,0,0,0,1,0,1,47
28,1,10,6,3,0,0,8,8,7,9,7,6,8,0,1,2,8,1,1,0,1,5,1,0,1,0,0,0,0,0,34
41,0,22,18,2,1,1,12,4,4,3,5,4,3,1,0,8,8,1,1,0,1,1,1,0,0,0,1,1,1,0,52
18,1,0,0,1,1,1,12,9,10,8,9,6,7,1,1,7,5,0,1,1,0,5,0,1,0,1,1,0,1,0,76
23,1,4,1,3,0,0,10,5,5,4,5,7,7,0,1,2,2,0,1,1,0,5,0,1,0,0,0,1,1,1,53
29,1,10,3,4,1,0,10,5,4,6,4,5,9,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,50
18,1,0,0,2,0,0,14,6,7,7,5,8,3,0,0,5,5,0,0,1,0,3,1,1,1,0,0,0,1,0,71
28,0,9,5,1,0,1,12,9,8,10,10,8,3,1,0,9,4,1,1,1,0,6,1,1,0,1,1,0,0,1,63
43,1,24,11,4,0,0,12,7,7,6,7,6,3,1,1,2,4,0,1,0,0,7,1,1,1,1,0,0,0,1,74
30,1,10,8,2,0,1,10,8,7,9,7,9,4,0,1,7,3,0,1,0,1,4,0,1,1,1,0,1,0,0,57
31,1,13,11,1,1,0,8,9,10,8,9,4,3,0,1,5,9,0,0,1,0,3,1,1,0,1,0,1,0,1,64
19,1,0,0,4,0,1,10,8,7,9,9,7,8,0,0,2,8,1,0,0,0,1,0,0,1,1,0,0,0,1,58
25,1,5,4,4,0,0,12,8,9,7,9,6,8,1,1,3,4,1,1,1,1,3,1,0,1,1,0,0,1,1,46
26,1,6,3,1,1,0,8,7,8,7,8,7,6,0,1,5,7,0,1,0,1,4,0,0,1,0,1,0,1,1,39
27,1,6,4,4,1,0,8,7,7,8,7,7,7,0,0,1,8,0,1,0,0,2,0,0,1,1,1,0,0,0,65
40,0,19,11,2,0,0,6,7,7,8,7,3,7,0,1,7,6,0,0,1,0,7,0,1,1,1,1,0,0,0,61
34,1,14,5,2,0,0,10,6,7,5,6,8,9,0,1,1,2,0,1,0,0,0,0,1,0,0,1,0,1,0,80
21,0,3,2,4,0,0,12,5,4,6,5,9,3,0,0,6,8,1,1,0,0,3,0,0,1,0,0,0,0,0,37
31,0,11,6,0,0,1,6,4,5,3,4,8,7,0,1,6,3,0,1,1,0,2,1,0,0,1,1,1,1,0,71
33,1,14,10,1,1,0,12,7,7,6,8,5,3,0,0,1,4,0,0,1,0,7,1,1,1,1,1,1,1,0,65
39,1,18,9,0,0,1,14,5,4,5,6,9,3,1,0,7,4,0,1,1,0,4,1,0,1,1,0,1,1,0,63
42,1,21,6,2,1,0,8,7,8,7,8,3,7,1,1,8,7,0,1,1,1,6,1,1,0,0,0,0,1,0,63
21,0,1,0,4,1,0,12,4,4,5,3,8,7,1,1,3,8,1,1,0,0,2,1,0,1,0,0,0,0,1,49
23,0,3,1,3,1,0,14,9,10,10,10,7,6,1,0,1,9,1,1,1,1,2,0,1,0,0,1,1,0,1,45
19,0,1,0,3,0,0,14,7,8,6,7,4,9,1,1,2,1,1,0,1,0,2,1,1,1,0,1,1,0,1,63
28,1,10,5,0,0,1,8,5,6,4,6,4,5,0,1,1,1,1,1,0,0,5,1,0,0,0,0,1,0,0,41
33,1,14,10,0,1,0,8,6,5,5,5,3,6,1,0,9,7,0,1,1,0,1,0,0,1,1,1,0,1,0,73
37,0,17,12,0,0,0,8,9,9,8,8,4,6,0,0,4,4,1,1,0,1,3,1,1,0,1,1,1,1,0,58
29,0,9,6,2,1,0,12,9,9,10,8,7,7,1,0,7,8,1,0,0,1,7,1,0,0,1,0,0,1,0,37
27,1,7,4,2,1,1,12,9,10,9,8,9,9,0,0,5,5,0,1,0,1,2,0,0,0,1,0,1,0,0,69
31,0,10,8,4,0,1,12,4,5,5,3,6,8,1,0,9,1,1,1,0,1,4,0,1,0,1,0,0,0,0,38
23,0,4,2,2,0,0,8,5,6,6,5,7,9,1,0,9,2,1,1,1,0,0,0,0,0,0,0,0,1,0,50
46,0,28,15,4,1,0,8,8,7,9,9,8,6,0,1,6,3,1,0,0,0,5,1,0,0,0,0,0,0,0,62
18,0,0,0,4,1,0,10,8,8,8,8,6,8,1,1,5,2,1,0,1,1,0,1,1,1,0,1,0,1,1,44
31,0,10,4,0,1,0,10,8,9,9,8,4,7,0,0,1,9,1,0,1,0,6,0,0,1,0,1,0,0,0,58
46,0,25,8,3,0,1,12,6,6,6,5,9,4,0,0,4,7,1,0,0,0,7,1,1,0,1,1,1,0,0,75
30,0,9,6,0,0,1,10,7,8,6,8,5,3,1,0,5,2,0,1,0,1,7,1,1,0,1,1,0,1,0,48
28,1,9,4,2,0,1,8,7,7,8,8,5,5,1,0,9,7,0,1,1,1,6,1,1,1,0,1,1,0,0,61
27,0,7,3,1,1,1,8,7,8,6,8,7,8,1,0,2,1,0,1,0,0,0,0,1,1,1,0,1,1,0,70
28,1,10,7,2,0,1,8,6,5,5,5,7,4,0,1,2,5,0,0,0,0,5,1,1,1,0,1,1,1,0,63
40,1,22,10,3,1,1,8,8,9,7,8,4,8,1,0,3,5,1,0,1,1,1,0,0,0,1,1,1,1,1,57
18,0,0,0,2,1,0,6,9,10,10,10,5,3,0,1,3,9,1,0,0,0,3,1,1,0,1,1,0,0,1,41
42,1,21,8,3,0,0,8,7,8,6,7,5,3,1,0,7,4,1,0,1,0,0,1,0,0,1,0,0,1,0,55
18,0,0,0,1,1,0,6,9,10,10,10,7,9,1,1,1,4,1,0,0,1,1,0,1,1,0,1,0,0,1,44
27,1,6,2,1,1,1,8,9,10,8,10,8,5,0,1,2,6,1,1,0,0,4,0,1,0,1,1,0,0,0,46
26,1,8,4,4,1,0,12,6,6,7,7,5,6,1,0,1,2,0,0,1,1,4,0,1,0,1,1,0,1,1,56
34,0,16,9,2,0,1,8,6,6,7,7,7,3,1,0,9,6,0,1,0,0,1,0,0,0,0,1,1,0,1,65
18,1,0,0,4,1,0,12,5,4,6,4,3,5,0,0,9,7,0,0,1,0,3,1,1,1,1,1,0,0,1,65
33,0,13,8,0,1,1,12,7,8,6,6,5,8,1,1,3,4,1,0,0,0,4,1,0,1,0,1,0,1,0,63
46,1,28,22,0,0,0,10,8,8,9,8,6,8,0,0,3,9,0,1,1,0,5,1,0,1,1,0,1,0,1,83
19,0,1,0,0,1,0,14,4,4,3,3,9,8,1,0,1,5,1,1,0,0,6,1,1,0,1,0,1,1,0,37
31,0,12,5,0,0,1,6,6,7,6,7,4,9,1,1,5,3,0,1,1,0,6,0,0,1,0,0,1,0,0,65
24,1,5,2,0,0,0,12,9,10,8,9,9,8,1,1,3,9,0,1,1,0,3,0,1,1,1,1,0,0,0,82
33,0,15,5,2,1,1,14,5,4,4,5,7,8,1,0,2,1,1,0,0,0,1,1,0,0,0,0,1,1,1,60
30,0,9,4,4,1,0,12,4,3,5,4,5,7,0,0,3,8,0,0,1,0,4,1,1,1,0,0,0,1,1,59
24,1,4,1,4,0,0,8,6,6,5,7,5,3,0,0,8,1,1,0,1,0,6,0,1,0,1,1,1,1,0,38
33,0,15,9,3,1,0,8,5,4,5,6,8,9,1,0,8,8,0,0,0,0,4,1,0,0,1,0,0,1,1,70
44,1,23,16,0,1,0,8,9,9,10,9,7,3,0,0,1,5,1,0,0,1,2,1,1,0,0,0,0,0,1,47
28,1,10,5,1,1,0,10,7,6,6,6,6,6,1,0,2,7,0,0,1,1,5,0,1,0,1,1,1,1,0,60
35,1,15,10,3,1,1,12,5,6,4,6,5,9,0,0,1,8,1,0,1,0,4,0,0,1,0,1,0,1,0,55
19,0,0,0,3,0,1,8,6,5,7,7,3,6,1,1,8,1,0,1,1,1,7,0,1,0,0,0,0,0,0,42
22,1,3,1,2,0,1,10,7,7,8,6,4,9,0,1,1,1,1,0,0,0,5,0,1,1,0,0,1,1,1,37
33,0,14,8,3,1,0,12,9,8,8,9,7,7,0,1,6,7,0,1,0,0,0,1,1,1,1,1,0,0,1,82
41,1,22,6,1,0,1,10,8,8,7,7,5,3,0,1,8,1,1,1,1,0,2,1,1,1,1,1,1,0,1,59
32,1,13,4,4,0,1,12,5,5,6,6,9,9,0,0,8,4,1,1,0,0,1,1,1,0,0,0,0,0,0,61
27,1,7,3,3,0,0,12,4,3,5,4,8,6,1,0,7,6,0,0,1,1,7,1,1,0,1,0,1,0,1,64
29,0,8,6,2,1,0,6,9,8,9,9,8,9,0,1,8,2,1,1,0,0,6,1,0,0,0,1,1,0,1,52
19,1,0,0,0,0,0,10,7,7,7,6,4,5,0,1,8,5,1,0,0,1,0,1,1,1,0,0,0,1,0,26
34,0,13,4,1,0,1,8,9,10,9,10,7,8,0,0,3,6,1,1,1,0,0,0,0,0,0,1,1,1,1,58
37,0,19,15,0,0,1,10,7,6,8,8,7,8,0,0,2,5,1,1,0,0,5,0,0,0,1,0,0,0,0,60
26,0,7,5,3,0,0,14,9,9,10,9,7,3,0,1,4,8,1,1,0,0,3,1,1,0,1,1,0,0,1,58
26,0,7,4,4,0,1,12,8,9,9,9,6,8,0,1,5,4,0,1,0,0,2,0,1,1,0,1,0,0,1,77
32,0,12,9,2,1,1,10,5,5,4,5,3,8,0,1,2,8,0,0,1,0,5,0,1,0,0,1,1,1,0,68
26,1,6,3,1,1,1,8,4,3,5,4,8,5,1,1,8,3,0,1,0,1,3,0,1,1,0,0,0,0,1,56
29,0,11,4,4,0,1,8,8,8,7,8,7,4,1,0,8,7,1,0,1,1,2,0,0,0,0,0,1,1,0,32
46,1,28,17,1,1,0,10,5,5,6,6,6,7,1,0,4,5,1,1,0,1,7,0,0,0,1,0,1,1,1,47
28,1,7,4,2,0,0,8,4,4,5,3,7,6,0,0,5,5,1,1,1,1,7,0,0,1,0,1,1,1,0,35
